X_(ms),SERVO_03.r35:_Motortemperatur_PT1000,SERVO_03.r63:_Drehzahlistwert_geglättet,SERVO_03.r76:_Stromistwert_feldbildend,SERVO_03.r78[1]:_Stromistwert_momentenbildend._Geglättet_mit_p0045,SERVO_03.r72:_Ausgangsspannung,Drehzahl_>_0_(Siemens),TM150_04.r4105[1]:_TM150_Temperaturistwert._Temperaturkanal_1_KTY,Channel_1-Vor_Kühlwasser_PT100_an_Muffe,Channel_2-Ruek_Kühlwasser_PT100_an_Muffe,Drehzahl_>_0_(PT104),RotorTemp,Channel_3-Rot_RotorTemp_(Wert_/_0.0125_=_°C),Control_Unit.r747:_CU_Digitalausgänge_Status_Drehzahl_>_0,Channel_4_ON_wenn_>_700_dann_Drehzahl_>_0
2730000,35.3348465,500.0499878,-0.252449751,1.365800023,396.0220642,10,33,23.671,24.367,10,39.716,0.49645,4096,700.20508
2731000,35.26986313,500.0418701,-0.244116023,1.352711916,395.8626099,10,33,23.671,24.348,10,39.716,0.49645,4096,700.20508
2732000,35.50151443,500.0348206,-0.212425902,1.38645792,396.5787048,10,33,23.671,24.348,10,39.5336,0.49417,4096,700.20135
2733000,35.47193527,500.0239563,-0.301102042,1.337544918,397.0706177,10,33,23.661,24.348,10,39.5336,0.49417,4096,700.20135
2734000,35.37291718,499.9731445,-0.254380584,1.371369958,396.9729004,10,33,23.661,24.328,10,39.6376,0.49547,4096,700.20135
2735000,35.33556747,499.9822998,-0.311587393,1.33861661,398.5796814,10,33,23.661,24.328,10,39.6376,0.49547,4096,700.18976
2736000,35.39434052,499.9788208,-0.179631293,1.333422542,397.2289124,10,32.90000153,23.645,24.319,10,39.6376,0.49547,4096,700.18976
2737000,35.29798126,500.0221863,-0.245840073,1.340352178,397.4900818,10,32.90000153,23.645,24.318,10,39.5928,0.49491,4096,700.18976
2738000,35.15124893,499.9060669,-0.213789344,1.401478767,398.57724,10,33,23.639,24.318,10,39.5928,0.49491,4096,700.18262
2739000,35.31301498,499.960144,-0.153927118,1.3289783,399.1951294,10,32.90000153,23.636,24.293,10,39.5928,0.49491,4096,700.18262
2740000,35.30013275,499.8874817,-0.363895983,1.378657579,397.6407471,10,33,23.636,24.293,10,39.4896,0.49362,4096,700.19385
2741000,35.1828804,500.0100098,-0.254586935,1.393765211,396.4425354,10,32.90000153,23.624,24.293,10,39.4896,0.49362,4096,700.20502
2742000,34.91788864,499.9429321,-0.312416703,1.340245366,398.835144,10,32.90000153,23.624,24.28,10,39.4984,0.49373,4096,700.20502
2743000,35.54785919,500.011261,-0.187218279,1.43491292,395.0844727,10,32.90000153,23.624,24.28,10,39.516,0.49395,4096,700.20428
2744000,35.09263229,500.0378113,-0.26878947,1.368250966,398.5293274,10,32.90000153,23.604,24.278,10,39.516,0.49395,4096,700.20428
2745000,35.07975769,499.9864197,-0.251821846,1.326437473,398.2825623,10,32.90000153,23.604,24.266,10,39.3072,0.49134,4096,700.20428
2746000,34.98828888,499.9520874,-0.209513545,1.361451387,398.8534851,10,32.90000153,23.604,24.266,10,39.3072,0.49134,4096,700.20874
2747000,35.2328949,499.9692078,-0.105351947,1.402404189,397.3197021,10,32.90000153,23.596,24.257,10,39.3072,0.49134,4096,700.20874
2748000,34.901577,499.975647,-0.245862201,1.336206198,399.8233032,10,32.90000153,23.596,24.257,10,39.6304,0.49538,4096,700.20874
2749000,35.23323822,499.9794922,-0.21176587,1.393391013,397.0517883,10,32.90000153,23.601,24.257,10,39.6304,0.49538,4096,700.19598
2750000,34.83629608,500.036499,-0.322076172,1.35796845,397.9464417,10,32.90000153,23.601,24.251,10,39.6304,0.49538,4096,700.19598
2751000,34.99085236,499.9658813,-0.231416702,1.339154124,398.509552,10,32.90000153,23.601,24.251,10,39.3976,0.49247,4096,700.18634
2752000,34.24941254,499.9629517,-0.217218876,1.386670947,397.166626,10,32.90000153,23.588,24.251,10,39.3976,0.49247,4096,700.18634
2753000,35.78774261,500.0655518,-0.133990303,1.366439223,394.9364929,10,32.90000153,23.588,24.248,10,39.3016,0.49127,4096,700.18634
2754000,34.59088898,500.0752869,-0.308072299,1.381353974,398.7128296,10,32.90000153,23.588,24.248,10,39.3016,0.49127,4096,700.18933
2755000,35.20987701,500.0905762,-0.239111841,1.410970569,394.5449524,10,32.90000153,23.591,24.229,10,39.3016,0.49127,4096,700.18933
2756000,36.92333984,499.9935608,-0.266235113,1.387054205,396.9786377,10,32.90000153,23.591,24.229,10,39.5504,0.49438,4096,700.18933
2757000,36.86618042,500.0200806,-0.200812533,1.363137484,396.9126282,10,32.90000153,23.574,24.229,10,39.5504,0.49438,4096,700.17834
2758000,33.9175415,499.9641724,-0.254254609,1.418291688,396.7342529,10,32.90000153,23.574,24.227,10,39.5504,0.49438,4096,700.17834
2759000,36.56068802,500.0089111,-0.237614185,1.43005228,394.818512,10,32.90000153,23.574,24.227,10,39.4944,0.49368,4096,700.22211
2760000,34.64949799,500.1235352,-0.342293084,1.35599792,394.5250549,10,32.90000153,23.59,24.227,10,39.4944,0.49368,4096,700.22211
2761000,34.98477173,500.0342407,-0.274503887,1.426371694,394.3933411,10,32.79999924,23.59,24.211,10,39.5016,0.49377,4096,700.22211
2762000,35.08992004,499.9851074,-0.27924794,1.384682536,398.9086304,10,32.90000153,23.59,24.211,10,39.5016,0.49377,4096,700.19281
2763000,34.79372787,500.0219421,-0.320138514,1.351631403,398.0894165,10,32.79999924,23.584,24.21,10,39.5016,0.49377,4096,700.19281
2764000,35.63044357,500.0110168,-0.27012378,1.371634722,396.6930847,10,32.79999924,23.584,24.21,10,39.528,0.4941,4096,700.19281
2765000,34.9902916,499.9938049,-0.263809144,1.397485137,397.2233582,10,32.79999924,23.58,24.21,10,39.528,0.4941,4096,700.19476
2766000,34.85304642,499.9919128,-0.287438303,1.361697078,397.8882446,10,32.79999924,23.58,24.207,10,39.528,0.4941,4096,700.19476
2767000,35.47966385,500.0443115,-0.192960665,1.38607645,394.8158875,10,32.79999924,23.58,24.207,10,39.608,0.4951,4096,700.20294
2768000,34.96895599,499.9501953,-0.299544424,1.411302567,399.6251221,10,32.79999924,23.582,24.207,10,39.608,0.4951,4096,700.20294
2769000,35.25048828,500.0124512,-0.280493945,1.377168059,397.8113708,10,32.79999924,23.582,24.199,10,39.5184,0.49398,4096,700.20294
2770000,35.20007324,500.0370483,-0.337303549,1.437924862,394.5432434,10,32.79999924,23.582,24.199,10,39.5184,0.49398,4096,700.20801
2771000,34.99531937,500.0037537,-0.318098366,1.420135379,396.6052551,10,32.79999924,23.584,24.2,10,39.5184,0.49398,4096,700.20801
2772000,35.07825851,499.9553528,-0.291457504,1.392207265,398.3724976,10,32.79999924,23.584,24.2,10,39.6976,0.49622,4096,700.20801
2773000,34.92676544,499.9945984,-0.246492594,1.447332978,397.3088074,10,32.79999924,23.583,24.2,10,39.6976,0.49622,4096,700.19135
2774000,35.20329285,500.0523376,-0.266955525,1.432613373,396.8632813,10,32.79999924,23.582,24.189,10,39.6976,0.49622,4096,700.19135
2775000,35.17927933,499.9658813,-0.239408672,1.41278708,399.1398621,10,32.79999924,23.582,24.189,10,39.4184,0.49273,4096,700.19855
2776000,35.21612549,500.0423889,-0.302905232,1.369925618,396.493103,10,32.79999924,23.579,24.189,10,39.4184,0.49273,4096,700.20392
2777000,35.03144455,500.0452881,-0.275200665,1.421112299,397.7179565,10,32.79999924,23.579,24.188,10,39.4952,0.49369,4096,700.20392
2778000,35.14719391,500.0305481,-0.287553102,1.410029173,397.6335144,10,32.79999924,23.579,24.188,10,39.6488,0.49561,4096,700.20801
2779000,35.12495041,500.0588684,-0.21443814,1.444542527,395.4975891,10,32.79999924,23.589,24.188,10,39.6488,0.49561,4096,700.20801
2780000,35.15629578,500.0838623,-0.197205529,1.433251619,395.6393433,10,32.79999924,23.589,24.188,10,39.5744,0.49468,4096,700.20801
2781000,35.12596893,500.0682373,-0.375656962,1.407334566,398.7550964,10,32.79999924,23.589,24.188,10,39.5744,0.49468,4096,700.20831
2782000,35.11146164,500.0201721,-0.240568057,1.469771981,396.1678162,10,32.79999924,23.575,24.188,10,39.5744,0.49468,4096,700.20831
2783000,35.11813736,500.020752,-0.241316378,1.431365728,397.7966919,10,32.79999924,23.575,24.188,10,39.4264,0.49283,4096,700.20831
2784000,35.14779282,500.0544434,-0.273665965,1.372219563,397.5662537,10,32.79999924,23.582,24.188,10,39.4264,0.49283,4096,700.18927
2785000,35.14326096,499.9917908,-0.280334175,1.432710409,396.7616577,10,32.79999924,23.582,24.182,10,39.4264,0.49283,4096,700.18927
2786000,35.14167404,500.0350647,-0.30875954,1.407693744,395.5413513,10,32.79999924,23.582,24.182,10,39.7904,0.49738,4096,700.20416
2787000,35.16357803,500.0773926,-0.257520705,1.395386815,395.2242737,10,32.79999924,23.582,24.182,10,39.7904,0.49738,4096,700.20416
2788000,35.14359665,500.0355835,-0.200447798,1.426841617,396.2828369,10,32.79999924,23.582,24.162,10,39.3696,0.49212,4096,700.20416
2789000,35.13270187,499.9490967,-0.267666161,1.400099277,398.0658569,10,32.79999924,23.582,24.162,10,39.3696,0.49212,4096,700.20721
2790000,35.20701599,500.0259705,-0.268192708,1.376456976,397.8867188,10,32.79999924,23.588,24.169,10,39.3696,0.49212,4096,700.20721
2791000,35.2052803,500.0549011,-0.243699014,1.404762149,395.7550964,10,32.79999924,23.588,24.169,10,39.6424,0.49553,4096,700.20721
2792000,35.23248291,500.0404968,-0.273047209,1.410678983,398.0087891,10,32.79999924,23.582,24.169,10,39.6424,0.49553,4096,700.16431
2793000,35.20703888,500.0320129,-0.281288981,1.401229501,396.5580139,10,32.79999924,23.582,24.178,10,39.6424,0.49553,4096,700.16431
2794000,35.20773697,499.9994507,-0.1802136,1.378443837,398.3899841,10,32.79999924,23.582,24.178,10,39.5568,0.49446,4096,700.18872
2795000,35.16674423,500.0524597,-0.201988339,1.383164644,398.2133789,10,32.79999924,23.594,24.178,10,39.5568,0.49446,4096,700.18872
2796000,35.14922714,499.9982605,-0.272788674,1.332835317,398.4631653,10,32.79999924,23.594,24.169,10,39.4816,0.49352,4096,700.18872
2797000,35.13040161,500.0723572,-0.232392371,1.378023386,396.3865662,10,32.79999924,23.594,24.169,10,39.4816,0.49352,4096,700.18573
2798000,35.11043549,500.0978394,-0.259290308,1.359504461,397.2252808,10,32.79999924,23.593,24.167,10,39.4816,0.49352,4096,700.18573
2799000,35.0862236,499.9829407,-0.291952044,1.386472106,398.966156,10,32.79999924,23.593,24.167,10,39.7768,0.49721,4096,700.18573
2800000,35.14547729,499.9428101,-0.165258408,1.455525875,398.6548462,10,32.79999924,23.606,24.167,10,39.7768,0.49721,4096,700.18713
2801000,35.0626297,500.0028381,-0.236640513,1.422491908,398.6394043,10,32.79999924,23.606,24.175,10,39.7768,0.49721,4096,700.18713
2802000,35.20122147,499.9039612,-0.250098795,1.373898268,399.0351563,10,32.79999924,23.606,24.175,10,39.6328,0.49541,4096,700.21564
2803000,35.16947174,499.9726868,-0.290877998,1.412823439,398.2778625,10,32.79999924,23.617,24.175,10,39.6328,0.49541,4096,700.21564
2804000,35.08311844,500.0316772,-0.262480229,1.407014847,396.8885193,10,32.79999924,23.617,24.178,10,39.7824,0.49728,4096,700.21564
2805000,35.07823181,500.0094299,-0.311597973,1.387027979,398.2629395,10,32.79999924,23.617,24.178,10,39.7824,0.49728,4096,700.19971
2806000,35.08347321,500.0549011,-0.305799961,1.368590117,396.4907837,10,32.79999924,23.637,24.192,10,39.7824,0.49728,4096,700.19971
2807000,35.09386063,500.0767212,-0.183405593,1.401392937,397.6296082,10,32.79999924,23.637,24.192,10,39.72,0.4965,4096,700.19971
2808000,35.19054413,499.9479675,-0.313051283,1.377100229,398.5285645,10,32.79999924,23.629,24.192,10,39.72,0.4965,4096,700.18921
2809000,35.20896149,500.0599365,-0.281091243,1.367229342,397.4248962,10,32.79999924,23.627,24.193,10,39.72,0.4965,4096,700.18921
2810000,35.00764084,500.0529175,-0.175552785,1.410033822,397.3875122,10,32.79999924,23.627,24.193,10,39.8384,0.49798,4096,700.20032
2811000,35.06877518,500.0527954,-0.337314546,1.400570989,397.7781982,10,32.79999924,23.649,24.193,10,39.8384,0.49798,4096,700.2077
2812000,35.03189087,499.9784546,-0.17926687,1.447546244,397.8748474,10,32.79999924,23.649,24.2,10,39.82,0.49775,4096,700.2077
2813000,35.0883522,500.0465698,-0.264810711,1.433884501,396.7688904,10,32.79999924,23.649,24.2,10,39.7952,0.49744,4096,700.18445
2814000,34.99460602,499.9361267,-0.279736727,1.380381227,400.6217957,10,32.79999924,23.652,24.202,10,39.7952,0.49744,4096,700.18445
2815000,35.04246521,500.0248718,-0.275708407,1.41049993,397.4290466,10,32.79999924,23.652,24.208,10,39.8424,0.49803,4096,700.18445
2816000,35.17171097,499.9537964,-0.206395596,1.456835508,397.7075806,10,32.79999924,23.652,24.208,10,39.8424,0.49803,4096,700.22791
2817000,35.0674324,500.0291138,-0.295475483,1.373133779,397.3824768,10,32.79999924,23.66,24.218,10,39.8424,0.49803,4096,700.22791
2818000,35.08443069,500.0429688,-0.342734575,1.337143302,399.4454956,10,32.70000076,23.66,24.218,10,39.6896,0.49612,4096,700.22791
2819000,35.09635925,499.9683228,-0.343793809,1.411000729,398.638855,10,32.79999924,23.682,24.218,10,39.6896,0.49612,4096,700.19031
2820000,35.00916672,500.022644,-0.276165694,1.342846751,398.9763794,10,32.79999924,23.682,24.22,10,39.6896,0.49612,4096,700.19031
2821000,35.0359726,499.9983826,-0.217837304,1.423012972,396.3186035,10,32.79999924,23.682,24.22,10,39.74,0.49675,4096,700.20154
2822000,35.03271484,500.0110168,-0.288396299,1.443808675,398.3447571,10,32.79999924,23.684,24.22,10,39.74,0.49675,4096,700.20154
2823000,34.94868851,499.9334412,-0.236630693,1.398963451,400.2365417,10,32.70000076,23.684,24.229,10,39.6008,0.49501,4096,700.20154
2824000,35.08200836,500.0170288,-0.2763879,1.383228064,398.5160522,10,32.79999924,23.684,24.229,10,39.6008,0.49501,4096,700.19452
2825000,35.13931274,500.0214844,-0.310532629,1.416502237,399.3309937,10,32.70000076,23.689,24.234,10,39.6008,0.49501,4096,700.19452
2826000,35.11563492,500.0067444,-0.267430395,1.407495022,400.0592957,10,32.70000076,23.689,24.234,10,39.5128,0.49391,4096,700.19452
2827000,35.1892128,499.9839478,-0.220163777,1.380017638,399.9888916,10,32.79999924,23.704,24.234,10,39.5128,0.49391,4096,700.18964
2828000,34.93160629,500.0470581,-0.309037507,1.393976808,400.6726685,10,32.70000076,23.704,24.236,10,39.5128,0.49391,4096,700.18964
2829000,35.09080887,499.9148865,-0.331219107,1.439172268,403.0333557,10,32.79999924,23.704,24.236,10,39.7072,0.49634,4096,700.22632
2830000,35.11405182,500.0462036,-0.298019379,1.492237687,397.5339355,10,32.70000076,23.712,24.236,10,39.7072,0.49634,4096,700.22632
2831000,35.07426071,500.0076599,-0.098248266,1.487039208,399.4449158,10,32.70000076,23.712,24.241,10,39.4616,0.49327,4096,700.22632
2832000,35.12794113,500.0108032,-0.189664692,1.41536212,400.905365,10,32.70000076,23.712,24.241,10,39.4616,0.49327,4096,700.19336
2833000,35.03848648,500.0018005,-0.203682378,1.442976117,398.6258545,10,32.70000076,23.713,24.263,10,39.4616,0.49327,4096,700.19336
2834000,35.0400238,500.0829468,-0.231222957,1.474223256,397.2892761,10,32.79999924,23.713,24.263,10,39.7592,0.49699,4096,700.19336
2835000,34.98257828,500.0160522,-0.289904237,1.371137738,401.1283569,10,32.70000076,23.724,24.263,10,39.7592,0.49699,4096,700.21692
2836000,35.07307053,500.094635,-0.311513096,1.435773134,397.5515747,10,32.70000076,23.724,24.265,10,39.7592,0.49699,4096,700.21692
2837000,35.0929985,499.9770508,-0.216671333,1.447834969,400.9264832,10,32.70000076,23.724,24.265,10,39.6192,0.49524,4096,700.19037
2838000,34.8805542,500.0400391,-0.208857864,1.394525051,398.8675232,10,32.70000076,23.741,24.265,10,39.6192,0.49524,4096,700.19037
2839000,35.06628799,500.0390625,-0.195758477,1.474839449,396.79953,10,32.70000076,23.741,24.282,10,39.588,0.49485,4096,700.19037
2840000,34.9815712,499.9633179,-0.170953974,1.413827658,401.2942505,10,32.70000076,23.741,24.282,10,39.588,0.49485,4096,700.20721
2841000,35.0409317,500.0451965,-0.270924449,1.37607944,401.4632263,10,32.70000076,23.746,24.284,10,39.588,0.49485,4096,700.20721
2842000,35.07969666,499.987854,-0.239136323,1.412508488,400.4155579,10,32.70000076,23.746,24.284,10,39.8392,0.49799,4096,700.20721
2843000,35.05982971,499.9753723,-0.247131795,1.378122211,400.8398132,10,32.70000076,23.755,24.284,10,39.8392,0.49799,4096,700.17773
2844000,35.05592728,500.0227661,-0.228211984,1.385406733,401.7073975,10,32.70000076,23.756,24.3,10,39.8392,0.49799,4096,700.17773
2845000,35.03509903,499.995575,-0.210138977,1.420497656,399.6789551,10,32.70000076,23.756,24.3,10,39.632,0.4954,4096,700.18481
2846000,35.09112549,499.8776855,-0.19100821,1.437132835,402.8349609,10,32.70000076,23.752,24.3,10,39.632,0.4954,4096,700.18835
2847000,35.06215668,500.0422058,-0.286102086,1.441366076,399.4081116,10,32.70000076,23.752,24.309,10,39.7584,0.49698,4096,700.18835
2848000,35.04669189,500.0305481,-0.287429571,1.443494439,397.9971008,10,32.70000076,23.752,24.309,10,39.8856,0.49857,4096,700.20886
2849000,35.05998611,499.9636536,-0.304753184,1.388898134,401.750946,10,32.70000076,23.771,24.309,10,39.8856,0.49857,4096,700.20886
2850000,35.07106781,499.9942627,-0.118330985,1.36849761,401.1043091,10,32.70000076,23.771,24.31,10,39.7736,0.49717,4096,700.20886
2851000,35.08517456,499.9554749,-0.194367349,1.385124683,400.067627,10,32.70000076,23.773,24.31,10,39.7736,0.49717,4096,700.21588
2852000,35.00426865,500.1064758,-0.229222625,1.41193521,399.5272522,10,32.70000076,23.787,24.33,10,39.7736,0.49717,4096,700.21588
2853000,35.04858398,500.0458679,-0.20581536,1.363467455,400.5779419,10,32.70000076,23.787,24.33,10,39.7272,0.49659,4096,700.21588
2854000,35.07017517,499.9896851,-0.254940808,1.406136274,400.5128174,10,32.70000076,23.797,24.33,10,39.7272,0.49659,4096,700.20111
2855000,35.03768921,500.024292,-0.133733928,1.430509686,402.908783,10,32.70000076,23.797,24.342,10,39.7272,0.49659,4096,700.20111
2856000,34.9164505,500.0714417,-0.339434475,1.441303015,399.9531555,10,32.70000076,23.797,24.342,10,39.804,0.49755,4096,700.20013
2857000,35.03019333,499.9122009,-0.161801174,1.454614282,401.2653198,10,32.70000076,23.802,24.342,10,39.804,0.49755,4096,700.20013
2858000,35.04487228,500.0427246,-0.194308177,1.523206353,399.3110352,10,32.70000076,23.802,24.355,10,39.672,0.4959,4096,700.20013
2859000,35.0600853,499.9508972,-0.216375336,1.478498101,404.0349731,10,32.70000076,23.802,24.355,10,39.672,0.4959,4096,700.2027
2860000,35.06416702,500.0068359,-0.204394847,1.44529295,400.5387268,10,32.70000076,23.824,24.353,10,39.672,0.4959,4096,700.2027
2861000,35.08994675,499.9751587,-0.170463011,1.492972016,402.9408569,10,32.70000076,23.824,24.353,10,39.8168,0.49771,4096,700.2027
2862000,35.04661179,500.0995483,-0.292436659,1.40989387,400.5945129,10,32.70000076,23.838,24.353,10,39.8168,0.49771,4096,700.17944
2863000,35.04767609,500.0294495,-0.252609074,1.438271761,399.6738586,10,32.70000076,23.838,24.368,10,39.8168,0.49771,4096,700.17944
2864000,34.96533966,500.0160522,-0.224180773,1.466840982,401.4781189,10,32.70000076,23.838,24.368,10,39.7176,0.49647,4096,700.2124
2865000,35.00468826,500.039856,-0.241675794,1.443986416,403.4953613,10,32.70000076,23.843,24.368,10,39.7176,0.49647,4096,700.2124
2866000,35.06437302,499.9004822,-0.255382061,1.477116227,404.0083618,10,32.70000076,23.843,24.379,10,39.8152,0.49769,4096,700.2124
2867000,35.02463531,499.9995728,-0.254978061,1.496908665,401.6227722,10,32.70000076,23.843,24.379,10,39.8152,0.49769,4096,700.1825
2868000,35.08942032,499.9695435,-0.215796873,1.388127923,402.9396667,10,32.70000076,23.845,24.39,10,39.8152,0.49769,4096,700.1825
2869000,35.08149338,500.0061035,-0.174134389,1.482443333,401.3538818,10,32.70000076,23.845,24.39,10,39.6936,0.49617,4096,700.1825
2870000,35.06167221,499.9694214,-0.256701738,1.437694192,402.6133118,10,32.70000076,23.853,24.39,10,39.6936,0.49617,4096,700.18451
2871000,35.04193878,500.063446,-0.213811934,1.388618231,399.9221191,10,32.70000076,23.853,24.391,10,39.6936,0.49617,4096,700.18451
2872000,35.02964401,499.96698,-0.180749536,1.409092546,402.111969,10,32.70000076,23.853,24.391,10,39.748,0.49685,4096,700.20142
2873000,35.04870605,500.030426,-0.237265259,1.44314158,402.9859619,10,32.70000076,23.872,24.391,10,39.748,0.49685,4096,700.20142
2874000,35.08171844,499.9778442,-0.15520294,1.376592755,403.8167725,10,32.70000076,23.872,24.393,10,39.6008,0.49501,4096,700.20142
2875000,35.07331467,500.0750427,-0.198024526,1.414763927,400.1910706,10,32.70000076,23.872,24.393,10,39.6008,0.49501,4096,700.20459
2876000,35.09934998,499.9310913,-0.226965711,1.357359409,405.1584167,10,32.70000076,23.875,24.426,10,39.6008,0.49501,4096,700.20459
2877000,35.0697937,500.0236206,-0.193115965,1.39720726,400.6082458,10,32.70000076,23.875,24.426,10,39.8208,0.49776,4096,700.20459
2878000,35.03013992,499.9273071,-0.215678155,1.422165155,402.5787659,10,32.70000076,23.879,24.426,10,39.8208,0.49776,4096,700.19568
2879000,35.00732422,499.966156,-0.30349195,1.402629495,401.5189209,10,32.70000076,23.879,24.423,10,39.8208,0.49776,4096,700.19568
2880000,35.08120728,499.9785767,-0.263745755,1.423306942,403.9021301,10,32.70000076,23.879,24.423,10,39.7968,0.49746,4096,700.18817
2881000,35.08950043,499.9701233,-0.22351481,1.459547043,400.2658997,10,32.70000076,23.903,24.423,10,39.7968,0.49746,4096,700.18518
2882000,35.02949905,499.9938049,-0.223672569,1.45042026,402.3796997,10,32.70000076,23.903,24.439,10,39.76,0.497,4096,700.18518
2883000,35.0334816,500.0101013,-0.17179136,1.443625927,402.7668152,10,32.70000076,23.903,24.439,10,39.712,0.4964,4096,700.18689
2884000,35.08534622,499.9685059,-0.257241875,1.409468174,402.6969299,10,32.70000076,23.918,24.442,10,39.712,0.4964,4096,700.18689
2885000,35.05433655,499.9718933,-0.298230052,1.411572337,400.7265625,10,32.70000076,23.918,24.447,10,39.9064,0.49883,4096,700.18689
2886000,35.04234314,500.117157,-0.221668437,1.386524081,401.2578735,10,32.70000076,23.918,24.447,10,39.9064,0.49883,4096,700.21338
2887000,35.01541138,499.9269714,-0.257231683,1.389615893,402.8631897,10,32.70000076,23.922,24.442,10,39.9064,0.49883,4096,700.21338
2888000,35.05022049,500.0947266,-0.187358633,1.462687969,400.3139343,10,32.70000076,23.922,24.442,10,39.8024,0.49753,4096,700.21338
2889000,35.03211212,499.9966125,-0.191426262,1.430476546,401.3377991,10,32.70000076,23.937,24.442,10,39.8024,0.49753,4096,700.1889
2890000,35.05518723,500.0085754,-0.29876107,1.447678804,401.4102478,10,32.70000076,23.937,24.468,10,39.8024,0.49753,4096,700.1889
2891000,35.0417366,499.9590149,-0.214282155,1.432295918,402.4031982,10,32.70000076,23.937,24.468,10,39.9096,0.49887,4096,700.21692
2892000,35.05857849,500.0502319,-0.303200454,1.468632698,400.5099792,10,32.70000076,23.944,24.468,10,39.9096,0.49887,4096,700.21692
2893000,35.04023361,500.0030823,-0.289753616,1.516558409,401.2098694,10,32.70000076,23.944,24.48,10,39.9104,0.49888,4096,700.21692
2894000,35.03913879,500.0269775,-0.179581478,1.518582225,402.425354,10,32.70000076,23.944,24.48,10,39.9104,0.49888,4096,700.18542
2895000,35.06004715,499.9225159,-0.246687517,1.469807625,404.3038025,10,32.70000076,23.952,24.485,10,39.9104,0.49888,4096,700.18542
2896000,35.07807541,500.0846558,-0.217549071,1.455133915,401.5433044,10,32.70000076,23.952,24.485,10,39.9536,0.49942,4096,700.18542
2897000,35.01973343,499.8879395,-0.256049782,1.448751926,405.6220398,10,32.70000076,23.976,24.485,10,39.9536,0.49942,4096,700.19366
2898000,35.01718903,499.9458618,-0.229181319,1.444810987,407.8729248,10,32.70000076,23.976,24.501,10,39.9536,0.49942,4096,700.19366
2899000,35.06151581,500.0075378,-0.195023999,1.58295548,403.7359314,10,32.70000076,23.976,24.501,10,39.9488,0.49936,4096,700.19861
2900000,35.08819962,500.0455322,-0.196487382,1.529592872,405.6968384,10,32.70000076,23.982,24.501,10,39.9488,0.49936,4096,700.19861
2901000,35.04389191,499.8874817,-0.249728799,1.484828949,407.2113647,10,32.70000076,23.982,24.509,10,39.8088,0.49761,4096,700.19861
2902000,35.03627014,500.0331116,-0.193591669,1.522818327,401.8965149,10,32.70000076,23.982,24.509,10,39.8088,0.49761,4096,700.21863
2903000,35.05339432,499.9686279,-0.20671992,1.656739593,407.7277527,10,32.70000076,24,24.514,10,39.8088,0.49761,4096,700.21863
2904000,35.11039734,500.0160522,-0.263316095,1.519176722,405.6387939,10,32.70000076,24,24.514,10,39.8752,0.49844,4096,700.21863
2905000,35.10282516,500.0010681,-0.249738976,1.480861664,403.4092407,10,32.70000076,24.012,24.514,10,39.8752,0.49844,4096,700.22363
2906000,35.10136795,499.9730225,-0.221365109,1.497431159,404.1295776,10,32.70000076,24.012,24.534,10,39.8752,0.49844,4096,700.22363
2907000,35.10002518,499.9954529,-0.280177802,1.493142962,405.0660706,10,32.70000076,24.012,24.534,10,39.776,0.4972,4096,700.17682
2908000,35.02306747,500.0124512,-0.216638193,1.554716349,403.1955872,10,32.70000076,24.017,24.534,10,39.776,0.4972,4096,700.17682
2909000,35.0621109,499.96875,-0.277453721,1.49991107,405.177124,10,32.79999924,24.017,24.555,10,39.6472,0.49559,4096,700.17682
2910000,35.04492569,500.0485535,-0.2742154,1.42474854,405.9241028,10,32.70000076,24.017,24.555,10,39.6472,0.49559,4096,700.19659
2911000,35.02192307,500.0041504,-0.226632372,1.438032746,403.6396484,10,32.70000076,24.034,24.559,10,39.6472,0.49559,4096,700.19659
2912000,35.09675598,499.934021,-0.271398783,1.46196723,403.756897,10,32.70000076,24.034,24.559,10,39.816,0.4977,4096,700.19659
2913000,35.08836365,500.0102234,-0.34374088,1.403899312,406.4376221,10,32.70000076,24.054,24.559,10,39.816,0.4977,4096,700.20325
2914000,35.06982803,500.0475464,-0.337767869,1.433386445,401.4667664,10,32.70000076,24.054,24.573,10,39.816,0.4977,4096,700.20325
2915000,35.08893585,499.9935608,-0.258650869,1.453731418,404.1718445,10,32.70000076,24.054,24.573,10,39.8008,0.49751,4096,700.19104
2916000,35.10858154,500.071228,-0.298370272,1.400436282,403.5744324,10,32.79999924,24.066,24.573,10,39.8008,0.49751,4096,700.1886
2917000,35.1028862,500.0185852,-0.25200519,1.464599371,403.1450806,10,32.70000076,24.066,24.584,10,39.8376,0.49797,4096,700.1886
2918000,35.08838654,500.0236206,-0.343171746,1.413604736,403.418335,10,32.79999924,24.066,24.584,10,39.8744,0.49843,4096,700.19562
2919000,35.10641861,500.0737915,-0.333711326,1.432752371,400.8674316,10,32.70000076,24.073,24.589,10,39.8744,0.49843,4096,700.19562
2920000,35.09306717,500.0401611,-0.233739629,1.469263196,402.5750427,10,32.70000076,24.073,24.594,10,39.8944,0.49868,4096,700.19562
2921000,35.05343246,500.0205078,-0.221402243,1.453775406,404.9516602,10,32.79999924,24.074,24.594,10,39.8944,0.49868,4096,700.19208
2922000,35.10604095,500.0085754,-0.281715214,1.434221506,405.6217651,10,32.70000076,24.079,24.606,10,39.8944,0.49868,4096,700.19208
