X_(ms),SERVO_03.r35:_Motortemperatur_PT1000,SERVO_03.r63:_Drehzahlistwert_geglättet,SERVO_03.r76:_Stromistwert_feldbildend,SERVO_03.r78[1]:_Stromistwert_momentenbildend._Geglättet_mit_p0045,SERVO_03.r72:_Ausgangsspannung,Drehzahl_>_0_(Siemens),TM150_04.r4105[1]:_TM150_Temperaturistwert._Temperaturkanal_1_KTY,Channel_1-Vor_Kühlwasser_PT100_an_Muffe,Channel_2-Ruek_Kühlwasser_PT100_an_Muffe,Drehzahl_>_0_(PT104),RotorTemp,Channel_3-Rot_RotorTemp_(Wert_/_0.0125_=_°C),Control_Unit.r747:_CU_Digitalausgänge_Status_Drehzahl_>_0,Channel_4_ON_wenn_>_700_dann_Drehzahl_>_0
1061000,34.0999794,500.0935974,-0.420355201,1.424492955,399.1257935,10,31.70000076,24.009,24.445,10,36.8024,0.46003,4096,700.17902
1062000,34.11561203,499.8803406,-0.27371648,1.256281495,408.0103149,10,31.70000076,24.009,24.452,10,36.8024,0.46003,4096,700.17902
1063000,34.10013199,500.0802002,-0.338927835,1.491137147,401.9010315,10,31.70000076,24.009,24.452,10,36.7744,0.45968,4096,700.17578
1064000,34.11290359,499.951355,-0.249764353,1.285627604,406.1628113,10,31.70000076,24.012,24.452,10,36.7744,0.45968,4096,700.17578
1065000,34.04375076,499.9373779,-0.369478613,1.365172505,405.7053833,10,31.79999924,24.012,24.468,10,36.8568,0.46071,4096,700.17578
1066000,34.00484085,499.9790344,-0.426286906,1.439672589,404.5671692,10,31.70000076,24.012,24.468,10,36.8568,0.46071,4096,700.16345
1067000,34.14748001,499.9429321,-0.414379597,1.339299083,404.8363647,10,31.79999924,24.021,24.481,10,36.8568,0.46071,4096,700.16345
1068000,34.14546585,500.0646362,-0.39267388,1.417258263,403.7149658,10,31.79999924,24.021,24.481,10,36.7696,0.45962,4096,700.16345
1069000,34.17429733,499.901062,-0.359808534,1.479959607,406.5708008,10,31.79999924,24.042,24.481,10,36.7696,0.45962,4096,700.17773
1070000,34.07691574,499.9603882,-0.449948609,1.537607312,402.8656921,10,31.79999924,24.042,24.483,10,36.7696,0.45962,4096,700.17773
1071000,33.96224976,499.9859619,-0.438099951,1.370712399,404.2049561,10,31.79999924,24.042,24.483,10,36.8968,0.46121,4096,700.1842
1072000,34.11341858,499.9945984,-0.43572405,1.428676128,406.091156,10,31.79999924,24.04,24.483,10,36.8968,0.46121,4096,700.1842
1073000,34.08139801,499.9621582,-0.248002127,1.243733168,407.6898499,10,31.79999924,24.04,24.508,10,36.7088,0.45886,4096,700.1842
1074000,33.94591522,500.1221924,-0.472056001,1.440176129,400.0784912,10,31.79999924,24.04,24.508,10,36.7088,0.45886,4096,700.14154
1075000,34.07263184,499.900238,-0.09582381,1.254043698,408.8463135,10,31.79999924,24.045,24.515,10,36.7088,0.45886,4096,700.14154
1076000,34.00978851,499.9637146,-0.380637199,1.579482794,403.9264221,10,31.79999924,24.045,24.517,10,36.856,0.4607,4096,700.14154
1077000,34.18456268,499.9167786,-0.237357736,1.242950201,405.5240784,10,31.79999924,24.05,24.517,10,36.856,0.4607,4096,700.18689
1078000,34.19472122,500.014679,-0.294195145,1.579099059,404.8314819,10,31.79999924,24.056,24.515,10,36.856,0.4607,4096,700.18689
1079000,34.15729141,499.8076172,-0.276971579,1.373454809,408.4934998,10,31.79999924,24.056,24.515,10,36.864,0.4608,4096,700.1792
1080000,34.19922638,499.9530029,-0.136112452,1.32791853,409.4204102,10,31.79999924,24.045,24.515,10,36.864,0.4608,4096,700.16895
1081000,34.19914627,500.0021667,-0.255610436,1.568860292,404.7614746,10,31.79999924,24.045,24.51,10,36.8552,0.46069,4096,700.16895
1082000,34.16586685,500.0294495,-0.210943788,1.408147693,404.8586731,10,31.79999924,24.045,24.51,10,36.8016,0.46002,4096,700.18695
1083000,34.12246323,500.0333252,-0.104317918,1.313266993,405.2063293,10,31.79999924,24.053,24.51,10,36.8016,0.46002,4096,700.18695
1084000,34.198349,499.9733276,-0.081193119,1.297855735,407.6174011,10,31.79999924,24.053,24.522,10,36.9832,0.46229,4096,700.18695
1085000,34.16837311,499.9581604,-0.223053828,1.431309938,406.4975891,10,31.79999924,24.053,24.522,10,36.9832,0.46229,4096,700.17932
1086000,34.16079712,499.9438477,-0.049422614,1.32606709,408.1048279,10,31.79999924,24.04,24.524,10,36.9832,0.46229,4096,700.17932
1087000,34.06387329,499.8921204,-0.196997479,1.284324765,409.0577698,10,31.79999924,24.04,24.524,10,36.484,0.45605,4096,700.17932
1088000,34.17726898,499.9485474,-0.613876581,1.687415838,403.6738281,10,31.79999924,24.017,24.524,10,36.484,0.45605,4096,700.15997
1089000,34.11619949,499.9133606,-0.530254364,1.600406528,403.1266785,10,31.79999924,24.017,24.511,10,36.484,0.45605,4096,700.15997
1090000,34.19016647,499.8568726,-0.397495598,1.440923333,407.6838989,10,31.79999924,24.017,24.511,10,36.8904,0.46113,4096,700.15552
1091000,34.18577194,499.8240356,-0.313643157,1.452125788,408.1552124,10,31.89999962,24.009,24.511,10,36.8904,0.46113,4096,700.15552
1092000,34.19993591,499.9703369,-0.320927054,1.409903169,407.6223755,10,31.79999924,24.009,24.512,10,36.8352,0.46044,4096,700.15552
1093000,34.16047287,499.8644714,-0.358634114,1.30512464,408.3222046,10,31.89999962,24.009,24.512,10,36.8352,0.46044,4096,700.17102
1094000,34.25662994,499.9436035,-0.442016214,1.500360966,407.0056458,10,31.79999924,23.987,24.494,10,36.8352,0.46044,4096,700.17102
1095000,34.2085228,499.9989624,-0.357055157,1.352458239,408.4661865,10,31.89999962,23.987,24.494,10,36.9992,0.46249,4096,700.17102
1096000,34.26411057,499.9030457,-0.376085371,1.341796041,408.5012207,10,31.89999962,23.972,24.494,10,36.9992,0.46249,4096,700.16809
1097000,34.20447159,499.9584961,-0.346338212,1.435860157,406.7814026,10,31.89999962,23.972,24.49,10,36.9992,0.46249,4096,700.16809
1098000,34.29243469,499.9947815,-0.372988254,1.382235289,407.5433044,10,31.89999962,23.972,24.49,10,37.0344,0.46293,4096,700.16772
1099000,34.25252914,500.0057678,-0.418571591,1.346658587,407.5816345,10,31.89999962,23.955,24.49,10,37.0344,0.46293,4096,700.16772
1100000,34.28684998,499.9080811,-0.268048733,1.225205183,408.6062622,10,31.89999962,23.955,24.469,10,36.9656,0.46207,4096,700.16772
1101000,34.22896194,500.0476379,-0.393383294,1.304100752,402.741333,10,31.89999962,23.955,24.469,10,36.9656,0.46207,4096,700.18219
1102000,34.22157669,499.9202881,-0.298009157,1.2972188,408.5484924,10,31.89999962,23.932,24.464,10,36.9656,0.46207,4096,700.18219
1103000,34.23262405,499.906311,-0.420193374,1.411508083,407.1016235,10,31.89999962,23.932,24.464,10,36.9672,0.46209,4096,700.18219
1104000,34.20435715,499.8804321,-0.345322192,1.262996316,408.0880127,10,31.89999962,23.928,24.464,10,36.9672,0.46209,4096,700.16431
1105000,34.28274918,499.848175,-0.518769264,1.4607898,407.7298584,10,31.89999962,23.928,24.447,10,36.9672,0.46209,4096,700.16431
1106000,34.29731369,499.9737854,-0.374944597,1.429572701,406.9218445,10,31.89999962,23.928,24.447,10,36.964,0.46205,4096,700.15161
1107000,34.29677963,499.9205017,-0.278555185,1.325744987,408.8786011,10,31.89999962,23.897,24.447,10,36.964,0.46205,4096,700.15161
1108000,34.27272415,499.8782043,-0.346135288,1.371333241,411.0027466,10,31.89999962,23.897,24.43,10,36.8904,0.46113,4096,700.15161
1109000,34.23685455,500.0057678,-0.328577489,1.471082807,408.291748,10,32,23.897,24.43,10,36.8904,0.46113,4096,700.17902
1110000,34.27633667,499.8942261,-0.310031384,1.389520526,408.5258789,10,31.89999962,23.873,24.409,10,36.8904,0.46113,4096,700.17902
1111000,34.39650345,500.0014038,-0.288053215,1.384886384,408.3330078,10,32,23.873,24.401,10,36.9184,0.46148,4096,700.17902
1112000,34.21480179,499.9229736,-0.369743973,1.566054583,405.8683167,10,32,23.859,24.401,10,36.9184,0.46148,4096,700.1864
1113000,34.33077621,499.8166504,-0.226083785,1.569137573,409.4197388,10,32,23.859,24.374,10,36.9184,0.46148,4096,700.1864
1114000,34.27593994,499.877594,-0.461528748,1.490521908,407.7409363,10,32,23.859,24.374,10,37.0216,0.46277,4096,700.18219
1115000,34.210186,499.9619141,-0.128574729,1.405225992,408.4576721,10,32,23.828,24.374,10,37.0216,0.46277,4096,700.17377
1116000,34.2972374,499.8615723,-0.385840148,1.444913864,408.4284058,10,32,23.828,24.358,10,37,0.4625,4096,700.17377
1117000,34.33416748,499.8928528,-0.212141901,1.291321158,410.221405,10,32,23.828,24.358,10,36.8912,0.46114,4096,700.19214
1118000,34.25774384,499.999176,-0.128486991,1.38143599,408.473175,10,32,23.797,24.354,10,36.8912,0.46114,4096,700.19214
1119000,34.30438995,499.9914551,-0.275818169,1.510559201,405.9039917,10,32,23.797,24.337,10,37.0792,0.46349,4096,700.19214
1120000,34.36662674,499.9400024,-0.331800759,1.361932039,408.989624,10,32,23.797,24.337,10,37.0792,0.46349,4096,700.18842
1121000,34.26812744,500.00354,-0.121245839,1.393440843,409.1670532,10,32,23.758,24.308,10,37.0792,0.46349,4096,700.18842
1122000,34.31647491,499.8973389,-0.175680876,1.353135347,414.1341553,10,32,23.758,24.308,10,36.6784,0.45848,4096,700.18842
1123000,34.29768753,499.9131165,-0.368804723,1.402276158,408.0067139,10,32,23.729,24.308,10,36.6784,0.45848,4096,700.19202
1124000,34.31004715,499.8587036,-0.421698272,1.570673108,408.8914185,10,32,23.729,24.274,10,36.6784,0.45848,4096,700.19202
1125000,34.28252411,499.9259338,-0.308542401,1.554469466,410.6218567,10,32,23.729,24.274,10,36.8744,0.46093,4096,700.20105
1126000,34.32710648,499.910553,-0.272162765,1.358989,411.0534363,10,32,23.687,24.274,10,36.8744,0.46093,4096,700.20105
1127000,34.41799164,499.9554749,-0.502471447,1.515021205,407.4970093,10,32,23.687,24.262,10,36.9224,0.46153,4096,700.20105
1128000,34.30361176,499.9151306,-0.374071062,1.449699163,410.4362183,10,32,23.687,24.262,10,36.9224,0.46153,4096,700.17914
1129000,34.31809998,499.9716492,-0.341484517,1.369823694,409.9533081,10,32,23.656,24.228,10,36.9224,0.46153,4096,700.17914
1130000,34.28834152,499.8613281,-0.453132778,1.632111549,405.7225952,10,32,23.656,24.228,10,36.7224,0.45903,4096,700.17914
1131000,34.31226349,499.9670715,-0.331293434,1.485473037,408.8258057,10,32,23.612,24.228,10,36.7224,0.45903,4096,700.2041
1132000,34.36353683,499.8584595,-0.494087577,1.434095383,409.2912598,10,32,23.612,24.195,10,36.7224,0.45903,4096,700.2041
1133000,34.47350693,499.8308411,-0.334694088,1.398217916,412.2377014,10,32,23.612,24.195,10,37.012,0.46265,4096,700.17261
1134000,34.44247818,499.9441833,-0.369550824,1.37368381,408.9941711,10,32,23.58,24.195,10,37.012,0.46265,4096,700.17261
1135000,34.33488464,499.9530029,-0.36236608,1.451047063,410.2273865,10,32,23.58,24.165,10,36.868,0.46085,4096,700.17261
1136000,34.46258926,499.9185486,-0.423388213,1.433954835,409.3144836,10,32,23.58,24.165,10,36.868,0.46085,4096,700.1651
1137000,34.43297195,499.873291,-0.376084238,1.318958998,409.5079346,10,32,23.541,24.135,10,36.868,0.46085,4096,700.1651
1138000,34.39187622,499.9229736,-0.381135285,1.298586488,411.8255005,10,32,23.541,24.135,10,36.908,0.46135,4096,700.1651
1139000,34.45837021,500.0270996,-0.264009029,1.371631265,409.7335815,10,32,23.506,24.135,10,36.908,0.46135,4096,700.17816
1140000,34.48487091,500.0210266,-0.361844599,1.587446809,408.3943481,10,32,23.506,24.123,10,36.908,0.46135,4096,700.17816
1141000,34.43727112,499.9187927,-0.43870452,1.554194212,410.1483154,10,32,23.506,24.123,10,36.9312,0.46164,4096,700.18665
1142000,34.32374191,499.9258118,-0.407552123,1.403474689,410.5112,10,32,23.473,24.123,10,36.9312,0.46164,4096,700.18665
1143000,34.47441864,499.8861694,-0.364953518,1.402248144,410.0927124,10,32,23.473,24.095,10,36.7656,0.45957,4096,700.18665
1144000,34.40221786,499.8585815,-0.349893212,1.371397138,411.8571777,10,32,23.473,24.095,10,36.7656,0.45957,4096,700.17615
1145000,34.4313736,499.9107666,-0.349694639,1.535713792,408.9955139,10,32,23.448,24.059,10,36.7656,0.45957,4096,700.17615
1146000,34.39789581,499.9229736,-0.307518899,1.549563408,411.2001038,10,32,23.448,24.052,10,36.9392,0.46174,4096,700.17615
1147000,34.47938156,499.8664856,-0.354798019,1.415462613,410.7798157,10,32,23.429,24.052,10,36.9392,0.46174,4096,700.16345
1148000,34.46863174,499.9543152,-0.319821209,1.420341849,409.6893311,10,32,23.42,24.019,10,36.9392,0.46174,4096,700.16345
1149000,34.37934113,500.0534668,-0.168247133,1.293786049,410.6585693,10,32,23.42,24.019,10,36.6784,0.45848,4096,700.1781
1150000,34.3526535,499.9539185,-0.289916873,1.494835734,408.5387573,10,32,23.391,24.019,10,36.6784,0.45848,4096,700.19769
1151000,34.45400238,499.9622803,-0.370276242,1.482771754,410.4390564,10,32,23.391,24.006,10,36.8528,0.46066,4096,700.19769
1152000,34.42128754,499.9635315,-0.358096004,1.407121062,409.9424438,10,32,23.391,24.006,10,36.8528,0.46066,4096,700.15009
1153000,34.23138428,499.9148865,-0.616467416,1.499022245,410.3263855,10,32,23.379,24.006,10,36.8528,0.46066,4096,700.15009
1154000,34.49985123,499.9943848,-0.330450386,1.359455824,409.9442749,10,32,23.379,23.968,10,36.8368,0.46046,4096,700.15009
1155000,34.44628525,499.9574585,-0.37130487,1.416565657,411.3916931,10,32,23.379,23.968,10,36.8368,0.46046,4096,700.18152
1156000,34.3092308,500.055481,-0.385137171,1.352512598,410.5301819,10,32,23.357,23.96,10,36.8368,0.46046,4096,700.18152
1157000,34.36771774,499.915802,-0.346614659,1.254132509,411.9311218,10,32,23.357,23.96,10,36.7872,0.45984,4096,700.18152
1158000,34.38059235,500.0444336,-0.195387229,1.437479258,409.1207581,10,32,23.341,23.96,10,36.7872,0.45984,4096,700.16888
1159000,34.39369202,499.9362488,-0.416587591,1.369059324,411.8052063,10,32,23.341,23.924,10,36.7872,0.45984,4096,700.16888
1160000,34.37815857,499.8801575,-0.353016019,1.389543176,410.8006592,10,32,23.341,23.924,10,36.82,0.46025,4096,700.19299
1161000,34.49430466,499.9167786,-0.157556042,1.351899505,412.7796936,10,32,23.323,23.924,10,36.82,0.46025,4096,700.19299
1162000,34.38738251,500.0101013,-0.394946724,1.307872534,410.4118042,10,32,23.323,23.912,10,36.7728,0.45966,4096,700.19299
1163000,34.47846985,499.9813843,-0.395288497,1.407014966,409.5535583,10,32,23.323,23.912,10,36.7728,0.45966,4096,700.17889
1164000,34.47477341,499.9802856,-0.371941328,1.344917059,408.4191589,10,32,23.31,23.9,10,36.7728,0.45966,4096,700.17889
1165000,34.45079422,499.9055176,-0.363540709,1.454102993,412.2387085,10,32,23.31,23.9,10,36.6944,0.45868,4096,700.17889
1166000,34.45467377,499.9345703,-0.367367744,1.477262497,409.5852661,10,32,23.313,23.9,10,36.6944,0.45868,4096,700.17944
1167000,34.4945488,499.9059753,-0.427985698,1.270892978,411.2759705,10,32,23.313,23.873,10,36.6944,0.45868,4096,700.17944
1168000,34.40348053,500.0155029,-0.421810806,1.511441708,409.7754822,10,32,23.313,23.873,10,36.8256,0.46032,4096,700.1731
1169000,34.49944687,500.0415344,-0.382346988,1.451609969,409.6560059,10,32,23.299,23.873,10,36.8256,0.46032,4096,700.1731
1170000,34.28751755,499.8532104,-0.234003678,1.295126677,416.9567871,10,32,23.299,23.856,10,36.8648,0.46081,4096,700.1731
1171000,34.4484024,499.9945984,-0.42231378,1.577310681,407.4127808,10,32,23.299,23.856,10,36.8648,0.46081,4096,700.16699
1172000,34.36175537,500.0306396,-0.223390535,1.330123186,411.843689,10,32,23.291,23.849,10,36.8648,0.46081,4096,700.16699
1173000,34.35374832,500.0125732,-0.266512305,1.322483659,410.6408386,10,32,23.291,23.849,10,36.8376,0.46047,4096,700.16699
1174000,34.31434631,499.9276428,-0.459986389,1.309634328,412.3650208,10,32,23.278,23.849,10,36.8376,0.46047,4096,700.18573
1175000,34.49901581,499.9358826,-0.49609521,1.407664537,411.1591187,10,32,23.278,23.827,10,36.8376,0.46047,4096,700.18573
1176000,34.3404808,500.0152588,-0.361386895,1.272863269,412.8512878,10,32,23.278,23.827,10,36.9528,0.46191,4096,700.17529
1177000,34.4359169,499.9284058,-0.531547427,1.632674456,410.7102966,10,32,23.271,23.827,10,36.9528,0.46191,4096,700.17529
1178000,34.41359329,500.0102234,-0.42714709,1.694741249,408.1037903,10,32,23.271,23.827,10,36.8232,0.46029,4096,700.17529
1179000,34.47201538,499.9290771,-0.450095236,1.508073568,410.5860291,10,32,23.271,23.827,10,36.8232,0.46029,4096,700.17542
1180000,34.33840561,500.0470276,-0.403016627,1.372428894,411.525238,10,32,23.278,23.809,10,36.8232,0.46029,4096,700.17542
1181000,34.36706161,500.0483398,-0.456433117,1.587175488,409.9626465,10,32,23.278,23.805,10,36.916,0.46145,4096,700.17542
1182000,34.48141861,500.0278931,-0.322651684,1.324545741,412.6213684,10,32,23.266,23.805,10,36.916,0.46145,4096,700.20923
1183000,34.40221405,500.0475464,-0.384382188,1.32219255,412.5592346,10,32,23.26,23.803,10,36.916,0.46145,4096,700.20923
1184000,34.40169525,500.016571,-0.566385686,1.382867217,409.553894,10,32,23.26,23.803,10,36.8496,0.46062,4096,700.1947
1185000,34.24924469,500.006958,-0.48788783,1.356617451,411.4570313,10,32,23.251,23.803,10,36.8496,0.46062,4096,700.18011
1186000,34.43403625,500.0383911,-0.446038306,1.4158957,410.8894348,10,32,23.251,23.789,10,36.8512,0.46064,4096,700.18011
1187000,34.44325638,500.0302429,-0.438845754,1.416600585,412.5496826,10,32,23.251,23.789,10,36.8592,0.46074,4096,700.15955
1188000,34.33409119,499.8663635,-0.411646694,1.281940341,413.3231506,10,32,23.255,23.788,10,36.8592,0.46074,4096,700.15955
1189000,34.466362,500.0111389,-0.428711236,1.215128303,413.3358154,10,32,23.255,23.784,10,36.8544,0.46068,4096,700.15955
1190000,34.33317184,499.9255981,-0.351394206,1.55658412,410.1021118,10,32,23.255,23.784,10,36.8544,0.46068,4096,700.18262
1191000,34.35647964,499.8592224,-0.061566766,1.473189116,408.3404846,10,32,23.239,23.779,10,36.8544,0.46068,4096,700.18262
1192000,34.30324554,500.0206299,-0.528473139,1.400333285,407.9249878,10,32,23.239,23.779,10,36.904,0.4613,4096,700.18262
1193000,34.32901382,500.1088257,-0.383841783,1.229409575,412.7723083,10,32,23.245,23.779,10,36.904,0.4613,4096,700.1933
1194000,34.40481949,499.9230652,-0.453517705,1.232270837,414.3477478,10,32,23.245,23.766,10,36.904,0.4613,4096,700.1933
1195000,34.29869461,500.0325928,-0.499018073,1.373308182,411.4234924,10,32,23.245,23.766,10,36.98,0.46225,4096,700.177
1196000,34.41033173,500.0578308,-0.463233799,1.546548367,410.4676208,10,32,23.235,23.766,10,36.98,0.46225,4096,700.177
1197000,34.29473495,499.9148865,-0.467409223,1.289692044,412.4642334,10,32,23.235,23.758,10,36.7672,0.45959,4096,700.177
1198000,34.30223083,499.944519,-0.442573309,1.334013104,413.3930969,10,32,23.235,23.758,10,36.7672,0.45959,4096,700.1731
1199000,34.29969025,500.0949097,-0.393964976,1.407732725,409.2550049,10,32,23.24,23.751,10,36.7672,0.45959,4096,700.1731
1200000,34.29997253,499.8519592,-0.470716298,1.235377431,415.0053406,10,32,23.24,23.751,10,36.7584,0.45948,4096,700.1731
1201000,34.25985718,499.9855042,-0.51281321,1.221072912,412.2355042,10,32,23.227,23.751,10,36.7584,0.45948,4096,700.17316
1202000,34.37731934,499.918457,-0.476061136,1.281605482,414.4249573,10,32,23.227,23.742,10,36.7584,0.45948,4096,700.17316
1203000,34.27020645,500.0758057,-0.548570395,1.310555577,412.0001831,10,32,23.227,23.742,10,37.0184,0.46273,4096,700.18317
1204000,34.24479675,500.033905,-0.484148383,1.451496601,412.1731873,10,32,23.229,23.742,10,37.0184,0.46273,4096,700.18317
1205000,34.28541565,499.970459,-0.457482189,1.334581971,411.8822937,10,32,23.229,23.739,10,36.8496,0.46062,4096,700.18317
1206000,34.28295517,500.0261841,-0.414265573,1.283176422,415.3043518,10,32,23.229,23.739,10,36.8496,0.46062,4096,700.19019
1207000,34.30002213,499.9344482,-0.392641395,1.449121237,418.0303955,10,32,23.235,23.741,10,36.8496,0.46062,4096,700.19019
1208000,34.2990799,500.0014038,-0.420371652,1.394806981,412.3200989,10,32,23.235,23.741,10,36.9928,0.46241,4096,700.19019
1209000,34.27606583,500.0383911,-0.439435691,1.339507103,413.2411194,10,32,23.232,23.741,10,36.9928,0.46241,4096,700.16595
1210000,34.3032341,500.0478821,-0.514703393,1.425476551,413.5193787,10,32,23.232,23.727,10,36.9928,0.46241,4096,700.16595
1211000,34.27783966,500.041626,-0.585098326,1.415788531,411.0532837,10,32,23.232,23.727,10,36.9888,0.46236,4096,700.18048
1212000,34.29573059,500.2001953,-0.376966983,1.29716289,409.7810669,10,32,23.224,23.727,10,36.9888,0.46236,4096,700.18048
1213000,34.28663254,500.0258484,-0.519400835,1.178843498,413.6903687,10,32,23.224,23.727,10,37.0912,0.46364,4096,700.18048
1214000,34.26118088,499.9829407,-0.482748777,1.347253203,415.4003601,10,32,23.224,23.727,10,37.0912,0.46364,4096,700.18878
1215000,34.24113464,499.9525452,-0.388025403,1.236000657,416.8382874,10,32,23.232,23.725,10,37.0912,0.46364,4096,700.18878
1216000,34.29655075,500.0332336,-0.127980337,1.432617068,408.3557129,10,32,23.232,23.725,10,37.0032,0.46254,4096,700.18878
1217000,34.24530029,500.0122375,-0.512596846,1.405523062,414.9905396,10,32,23.233,23.725,10,37.0032,0.46254,4096,700.18048
1218000,34.28905487,500.1301575,-0.511826575,1.431233406,412.0986328,10,32,23.234,23.73,10,37.0032,0.46254,4096,700.18048
1219000,34.29351425,500.0462036,-0.54135704,1.376424193,416.1784058,10,32,23.234,23.73,10,37.1088,0.46386,4096,700.17883
1220000,34.27373886,499.9316711,-0.724899173,1.540549755,412.9161377,10,32,23.242,23.73,10,37.1088,0.46386,4096,700.17719
1221000,34.24468994,499.9416199,-0.671309292,1.358402729,415.4853821,10,32,23.242,23.737,10,37.1,0.46375,4096,700.17719
1222000,34.2273941,500.1784058,-0.678580821,1.549520969,410.719635,10,32,23.242,23.737,10,37.0824,0.46353,4096,700.19153
1223000,34.19745255,500.0884399,-0.781376243,1.609782219,396.2578735,10,32,23.236,23.734,10,37.0824,0.46353,4096,700.19153
1224000,34.27098846,499.9664917,-0.480823368,1.357863784,415.9992065,10,32,23.236,23.72,10,36.9392,0.46174,4096,700.19153
1225000,34.22806549,500.1514893,-0.488161683,1.502163172,413.1868896,10,32,23.236,23.72,10,36.9392,0.46174,4096,700.17169
1226000,34.22012329,500.0636597,-0.976324737,1.471276879,405.7441406,10,32,23.242,23.733,10,36.9392,0.46174,4096,700.17169
1227000,34.2943573,499.9171143,-0.475711733,1.303777218,418.3840332,10,32,23.242,23.733,10,37.1128,0.46391,4096,700.17169
1228000,34.26976013,500.1610107,-0.515656888,1.386543155,411.3231201,10,31.89999962,23.247,23.733,10,37.1128,0.46391,4096,700.18744
1229000,34.20667648,500.0549011,-0.510120869,1.363077521,411.4793396,10,32,23.247,23.724,10,37.1128,0.46391,4096,700.18744
1230000,33.87432861,499.9595947,-0.537603438,1.303619742,416.9125671,10,32,23.247,23.724,10,36.9648,0.46206,4096,700.18848
1231000,34.1919632,500.0026245,-0.64567703,1.433278203,414.3708191,10,32,23.26,23.724,10,36.9648,0.46206,4096,700.18848
1232000,34.41971207,500.0955811,-0.512133479,1.569245696,410.5498962,10,32,23.26,23.74,10,37.1256,0.46407,4096,700.18848
1233000,34.23517227,499.9541016,-0.427779138,1.214501619,415.6188049,10,31.89999962,23.26,23.74,10,37.1256,0.46407,4096,700.18201
1234000,34.11471939,500.1184387,-0.526661575,1.207839012,414.4899902,10,31.89999962,23.262,23.741,10,37.1256,0.46407,4096,700.18201
1235000,34.10477066,500.0830688,-0.549479127,1.409528494,412.592041,10,32,23.262,23.741,10,36.8784,0.46098,4096,700.18201
1236000,34.03671265,500.1217346,-0.592322886,1.406195879,412.5525208,10,31.89999962,23.27,23.741,10,36.8784,0.46098,4096,700.20599
1237000,34.78380966,500.0048523,-0.583383322,1.358518124,415.8061829,10,32,23.27,23.746,10,36.8784,0.46098,4096,700.20599
1238000,33.8126564,500.1402893,-0.604409397,1.388857961,412.2413635,10,32,23.27,23.746,10,37.1776,0.46472,4096,700.19025
1239000,34.0475769,499.9664917,-0.630930185,1.279692054,415.7348633,10,31.89999962,23.277,23.746,10,37.1776,0.46472,4096,700.19025
1240000,34.52565384,500.0199585,-0.538099408,1.356885791,417.3299255,10,31.89999962,23.277,23.736,10,37.1448,0.46431,4096,700.19025
1241000,33.86977768,500.0177307,-0.559310019,1.442396998,414.7226257,10,31.89999962,23.277,23.736,10,37.1448,0.46431,4096,700.17896
1242000,34.21349716,500.1015625,-0.568276048,1.279631615,411.9456177,10,31.89999962,23.283,23.736,10,37.1448,0.46431,4096,700.17896
1243000,34.2482872,500.010437,-0.570017755,1.479091644,414.3356628,10,31.89999962,23.283,23.736,10,36.9856,0.46232,4096,700.17896
1244000,34.22805405,500.0606384,-0.567758679,1.313721538,416.6036377,10,31.89999962,23.285,23.736,10,36.9856,0.46232,4096,700.18396
1245000,34.29424667,500.0419922,-0.56184274,1.390949607,414.2325134,10,31.89999962,23.285,23.756,10,36.9856,0.46232,4096,700.18396
1246000,34.1399498,500.0043945,-1.115134716,1.456805587,409.229248,10,31.89999962,23.285,23.756,10,37.2216,0.46527,4096,700.17657
1247000,34.25417328,500.0396423,-0.421360046,1.342525363,414.5617981,10,31.89999962,23.285,23.756,10,37.2216,0.46527,4096,700.17657
1248000,34.16978836,499.9666138,-0.609712839,1.404142857,414.1613159,10,31.89999962,23.285,23.755,10,37.0232,0.46279,4096,700.17657
1249000,34.24907303,500.0502319,-0.674808264,1.470283389,401.6711121,10,31.89999962,23.285,23.755,10,37.0232,0.46279,4096,700.1814
1250000,34.149189,500.1200867,-0.558389306,1.263987303,415.0740051,10,31.89999962,23.285,23.759,10,37.0232,0.46279,4096,700.1814
1251000,34.21398926,500.1843567,-0.579416156,1.454178572,413.0600586,10,31.89999962,23.285,23.759,10,37.2176,0.46522,4096,700.1814
1252000,34.23789215,500.0655518,-1.148049474,1.385049462,407.2359314,10,31.89999962,23.299,23.759,10,37.2176,0.46522,4096,700.17572
1253000,34.25006104,499.9667358,-0.273525149,1.444903731,409.9378052,10,31.89999962,23.299,23.772,10,37.2176,0.46522,4096,700.17572
1254000,34.21611404,500.0374146,-0.617849827,1.386658669,413.6653748,10,31.89999962,23.299,23.772,10,37.2016,0.46502,4096,700.18091
1255000,34.22899246,500.0410767,-0.635311484,1.395247817,416.9082947,10,31.89999962,23.291,23.772,10,37.2016,0.46502,4096,700.18616
1256000,34.20692825,500.0914917,-1.174962997,1.423304915,405.8554077,10,31.89999962,23.291,23.778,10,37.2448,0.46556,4096,700.18616
1257000,34.1425972,500.0186768,-0.619719982,1.258769989,418.3842468,10,31.89999962,23.291,23.778,10,37.3024,0.46628,4096,700.17438
1258000,34.21386337,500.1202087,-0.664957047,1.202269912,414.5576172,10,31.89999962,23.303,23.78,10,37.3024,0.46628,4096,700.17438
1259000,34.23288345,500.0831909,-1.174227357,1.448072314,406.2347412,10,31.89999962,23.303,23.789,10,37.1728,0.46466,4096,700.17438
